企业名称,标题,URL,发布时间,来源,摘要,正文
工商银行,中国工商银行董事长廖林会见英中贸易协会主席吴思田,https://stcn.com/article/detail/3626245.html,2026-02-02 21:31,人民财讯,中国 工商银行 董事长廖林会见英中贸易协会主席吴思田 2月2日，中国 工商银行 董事长廖林在京会见英中贸易协会主席吴思田，双方围绕中英宏观经济形势、工行在英业务布局、中英经贸投资合作等话题进行深入交流。中国 工商银行 将认真落实两国领导人达成的重要共识，加强与英中... 中国工商银行 北京 廖林 人民财讯 许擎天梅,人民财讯2月2日电，2月2日，中国工商银行董事长廖林在京会见英中贸易协会主席吴思田，双方围绕中英宏观经济形势、工行在英业务布局、中英经贸投资合作等话题进行深入交流。 中国工商银行将认真落实两国领导人达成的重要共识，加强与英中贸易协会的交流合作，依托中欧企业联盟等多边平台，加强信息共享与资源对接，为两国企业在绿色发展、科技创新、高端制造等领域的合作提供全面金融解决方案，助力中英经贸关系健康稳定发展。
工商银行,中国工商银行与中国石化举行工作会谈,https://stcn.com/article/detail/3628382.html,2026-02-03 20:42,人民财讯,中国 工商银行 与中国石化举行工作会谈 2月3日，中国 工商银行 党委书记、董事长廖林在京会见中国石油化工集团有限公司（简称“中国石化”）党组书记、董事长侯启军，双方就进一步深化全面战略合作举行工作会谈。中国 工商银行 将进一步拓展与中国石化在重大... 中国工商银行 北京 中国石化 人民财讯 许擎天梅,人民财讯2月3日电，2月3日，中国工商银行党委书记、董事长廖林在京会见中国石油化工集团有限公司（简称“中国石化”）党组书记、董事长侯启军，双方就进一步深化全面战略合作举行工作会谈。 中国工商银行将进一步拓展与中国石化在重大项目建设、绿色低碳转型、数字化升级、跨境业务等领域的全方位合作，为中国石化高质量发展提供全面金融解决方案。
工商银行,郑州市委书记安伟会见中国工商银行行长刘珺一行,https://stcn.com/article/detail/3630149.html,2026-02-04 20:37,人民财讯,郑州市委书记安伟会见中国 工商银行 行长刘珺一 行 据“郑州发布”，2月4日，郑州市委书记安伟会见中国 工商银行 党委副书记、行长刘珺一 行 。安伟说，中国 工商银行 作为世界一流银行，在全球金融领域优势突出、实力雄厚，希望下一步双方携手抢抓郑州市要素市场化配置综合... 郑州市委书记 河南 安伟 人民财讯 许擎天梅,人民财讯2月4日电，据“郑州发布”，2月4日，郑州市委书记安伟会见中国工商银行党委副书记、行长刘珺一行。 安伟说，中国工商银行作为世界一流银行，在全球金融领域优势突出、实力雄厚，希望下一步双方携手抢抓郑州市要素市场化配置综合改革试点机遇，拓展合作新领域，深入研究资本要素服务实体经济发展新举措，探索财政金融协同联动新机制，共创郑州区域金融中心建设美好未来。 刘珺简要介绍了中国工商银行海内外业务开展情况，表示将积极承担国有大行责任，进一步强化要素保障，做好金融“五篇大文章”，与郑州一起共同探索财政金融赋能经济高质量发展和社会高效能治理的新路径，更好服务国家中心城市建设。
工商银行,工商银行举办“商贸金融助流通促消费”工作座谈会,https://stcn.com/article/detail/3638096.html,2026-02-10 22:14,人民财讯,工商银行 举办“商贸金融助流通促消费”工作座谈会 工商银行 将持续深化政银企协同，立足“ 商 ”的专业特色，做强商贸金融主板，积极发挥贸易融资、支付结算、金融科技、网络渠道等综合优势，推出更多便企惠民举措，提供全面金融解决方案，助力稳市场稳预期、扩内需促... 工商银行 北京 商贸金融 人民财讯 朱雨蒙,人民财讯2月10日电，2月9日，工商银行在京举办“商贸金融助流通促消费”工作座谈会。工商银行将持续深化政银企协同，立足“商”的专业特色，做强商贸金融主板，积极发挥贸易融资、支付结算、金融科技、网络渠道等综合优势，推出更多便企惠民举措，提供全面金融解决方案，助力稳市场稳预期、扩内需促消费，在支持经济持续向好、构建新发展格局中发挥好领军银行作用。
工商银行,工商银行与中信集团全面深化战略合作,https://stcn.com/article/detail/3639974.html,2026-02-11 22:11,人民财讯,工商银行 与中信集团全面深化战略合作 2月11日， 工商银行 党委书记、董事长廖林会见来访的中信集团党委书记、董事长奚国华，双方就进一步深化“十五五”时期全面战略合作举行工作会谈。双方签署了全面战略合作协议。 工商银行 将提供全面金融解决方案，与... 工商银行 北京 战略合作 人民财讯 朱雨蒙,人民财讯2月11日电，2月11日，工商银行党委书记、董事长廖林会见来访的中信集团党委书记、董事长奚国华，双方就进一步深化“十五五”时期全面战略合作举行工作会谈。双方签署了全面战略合作协议。工商银行将提供全面金融解决方案，与中信集团围绕综合金融、实体产业、国际发展、风险防控、科技创新、智库研究等领域加强合作。
工商银行,全国政协委员、工商银行原董事长陈四清：加大金融赋能力度 助力外贸高质量发展,https://stcn.com/article/detail/3666627.html,2026-03-09 06:49,证券时报,全国政协委员、 工商银行 原董事长陈四清：加大金融赋能力度 助力外贸高质量发展 近日，全国政协委员、中国 工商银行 原董事长陈四清在政协经济界别驻地接受了证券时报记者采访。谈及金融服务如何促进外贸高质量发展时，陈四清表示，金融作为稳外贸的重要力量，要进一步加大对外贸的支持力度，提升... 北京 证券时报 2026-03-09 A004版 孙璐璐,证券时报记者 孙璐璐 近日，全国政协委员、中国工商银行原董事长陈四清在政协经济界别驻地接受了证券时报记者采访。谈及金融服务如何促进外贸高质量发展时，陈四清表示，金融作为稳外贸的重要力量，要进一步加大对外贸的支持力度，提升服务质效。 过去一年，我国经济顶压前行、向新向优发展，经济总量迈上140万亿元新台阶，展现出强大韧性和活力。特别是在全球贸易格局深度调整的背景下，我国的外贸仍然交出规模稳中有增、发展质量优中有升的“成绩单”，货物进出口额超45万亿元。 陈四清表示，尽管成绩突出，但我国外贸发展面临的环境日趋复杂，不确定、难预料的因素明显增多。一方面，关税政策反复多变，贸易摩擦呈现长期化态势；另一方面，地缘冲突持续外溢，国际能源、原材料价格高位震荡，国际物流通道受阻、成本高企，跨境金融结算、汇率波动风险上升，国际局势风险加大。同时，国际合规门槛抬升也在一定程度上影响中资企业的海外市场拓展。 在此背景下，陈四清认为，金融对外贸高质量发展的赋能力度需要进一步加大。具体来看，可以从四个方面发力，包括嵌入海外综合服务“新”体系、满足出海企业金融“新”需求、助力构建跨境人民币“新”格局和着力优化服务出海“新”业态。 陈四清表示，可推动金融服务深度融入海外综合服务体系，联动海关、法律、物流等各类专业机构，优化跨境支付、融资、担保等金融产品供给，依托海外综合服务平台和服务站，延伸金融服务触角，为出海企业提供全流程、一体化金融支撑。 出海企业常常面临瞬息万变的国际形势和全球金融市场，如何更好地规避风险，避免因币种错配、期限错配增加财务负担？如何提升资金运用效率，满足多分支、多账户、多币种的海外资金监管与调剂需求？这些都是出海企业不可回避的课题。 陈四清认为，要解决好这些课题，需要金融在做好基础的支付、融资、汇兑等服务之上，丰富汇率避险、出口信保、跨境资金池等产品体系，并向并购融资、财务顾问、结构性融资等多元服务延伸，帮助企业安全出海。此外，完善跨境人民币布局，加快构建人民币国际“回流”机制也至关重要。他表示，可在经常账户加强出口本币结算，逐步提升资本项目开放水平，最终形成人民币“流出去—用得好—回得来”的闭环。 对于如何优化服务出海“新”业态，陈四清向证券时报记者表示，要顺应外贸数字化、绿色化转型趋势，优化对服务贸易和内外贸一体化发展的金融支持，主动对接跨境电商、采购贸易、海外仓等新业态需求，创设适配金融产品，简化结算流程，提升融资效率，支持新业态企业降低运营成本、拓展市场空间。
工商银行,中船集团与中国农业银行、中国银行、中国工商银行、中国建设银行分别签署战略合作协议,https://stcn.com/article/detail/3670573.html,2026-03-10 22:44,人民财讯,中船集团与中国农业银行、中国银行、中国 工商银行 、中国建设银行分别签署战略合作协议 3月9—10日，中国船舶集团有限公司先后与中国农业银行股份有限公司、中国银行股份有限公司、中国 工商银行 股份有限公司、中国建设银行股份有限公司在北京签署战略合作协议。签约前，中船集团党组书记、董事长徐鹏分别... 中国农业银行 中国银行 中国工商银行 人民财讯 刘良文,人民财讯3月10日电，3月9—10日，中国船舶集团有限公司先后与中国农业银行股份有限公司、中国银行股份有限公司、中国工商银行股份有限公司、中国建设银行股份有限公司在北京签署战略合作协议。签约前，中船集团党组书记、董事长徐鹏分别与中国农业银行党委书记、董事长谷澍，中国银行党委书记、董事长葛海蛟，中国工商银行党委副书记、行长刘珺，中国建设银行党委书记、董事长张金良围绕国家战略需求与金融服务实体经济等主题，就进一步加强资源对接、拓展合作空间进行深入交流并达成共识。交流中，徐鹏表示，希望以签署战略合作协议为契机，持续提升银企业务合作的深度和广度，不断加强资本市场、融资租赁、科技金融、国际业务等方面的创新合作，更好推动优势互补与资源共享，推动战略合作伙伴关系进入发展新阶段，携手创建共赢发展新格局。
工商银行,中国工商银行浙江省分行原党委书记、行长沈荣勤被开除党籍,https://stcn.com/article/detail/3676042.html,2026-03-13 17:23,人民财讯,中国 工商银行 浙江省分行原党委书记、行长沈荣勤被开除党籍 据中央纪委国家监委驻中国 工商银行 纪检监察组、辽宁省纪委监委消息：日前，中央纪委国家监委驻中国 工商银行 纪检监察组、辽宁省锦州市监委对中国 工商银行 浙江省分行原党委书记、行长沈荣勤严重违纪违法问题进行了立案... 中国工商银行 沈荣勤 党纪处分 人民财讯 李在山,人民财讯3月13日电，据中央纪委国家监委驻中国工商银行纪检监察组、辽宁省纪委监委消息：日前，中央纪委国家监委驻中国工商银行纪检监察组、辽宁省锦州市监委对中国工商银行浙江省分行原党委书记、行长沈荣勤严重违纪违法问题进行了立案审查调查。 经查，沈荣勤丧失理想信念、背弃初心使命，不信马列信鬼神；违反中央八项规定精神，组织超标准公务接待；组织观念淡薄，接受函询时不如实说明问题，违规为他人谋取人事利益，隐瞒不报个人有关事项；毫无廉洁底线，长期收礼，接受可能影响公正执行公务的宴请，违规从事营利活动，离职后违规任职取酬，利用职务便利侵占单位财物，公款旅游，公车私用，将应由本人支付的费用交由其他单位支付；违反工作纪律，违规插手干预网点装修项目，不正确履行贷款审批责任，造成巨额损失；违反生活纪律；权力观异化，利用职务便利为他人在贷款融资等方面谋利，离职后利用其他国家工作人员的职务便利为他人谋利，并非法收受巨额财物，违规审批发放贷款数额巨大。 沈荣勤严重违反党的政治纪律、组织纪律、廉洁纪律、工作纪律和生活纪律，构成严重职务违法并涉嫌受贿罪、利用影响力受贿罪、违法发放贷款罪，且在党的十八大后不收敛、不收手，性质严重，影响恶劣，应予严肃处理。依据《中国共产党纪律处分条例》《中华人民共和国监察法》《中华人民共和国公职人员政务处分法》等有关规定，经中国工商银行党委研究，决定给予沈荣勤开除党籍处分；收缴其违纪违法所得；辽宁省锦州市监委将其涉嫌犯罪问题移送检察机关依法审查起诉，所涉财物一并移送。
工商银行,工商银行大宗交易成交700.00万股 成交额5012.00万元,https://stcn.com/article/detail/3676174.html,2026-03-13 20:32,数据宝,工商银行 大宗交易成交700.00万股 成交额5012.00万元 工商银行 3月13日大宗交易平台出现一笔成交，成交量700.00万股，成交金额5012.00万元，大宗交易成交价为7.16元，相对今日收盘价折价0.56%。该笔交易的买方营业部为中国国际金融股份有限公司北京建国门外大街证券营业... 工商银行 数据宝,工商银行3月13日大宗交易平台出现一笔成交，成交量700.00万股，成交金额5012.00万元，大宗交易成交价为7.16元，相对今日收盘价折价0.56%。该笔交易的买方营业部为中国国际金融股份有限公司北京建国门外大街证券营业部，卖方营业部为中信证券股份有限公司宁波和义路证券营业部。 进一步统计，近3个月内该股累计发生3笔大宗交易，合计成交金额为6611.46万元。 证券时报•数据宝统计显示，工商银行今日收盘价为7.20元，上涨0.56%，日换手率为0.11%，成交额为21.77亿元，全天主力资金净流入1.05亿元，近5日该股累计上涨1.27%，近5日资金合计净流入2776.07万元。 两融数据显示，该股最新融资余额为27.05亿元，近5日增加1635.34万元，增幅为0.61%。 据天眼查APP显示，中国工商银行股份有限公司成立于1985年11月22日，注册资本35640625.7089万人民币。（数据宝） 3月13日工商银行大宗交易一览 成交量 （万股） 成交金额 （万元） 成交价格 （元） 相对当日 收盘折溢价 （%） 买方营业部 卖方营业部 700.00 5012.00 7.16 -0.56 中国国际金融股份有限公司北京建国门外大街证券营业部 中信证券股份有限公司宁波和义路证券营业部 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。
工商银行,中国工商银行与中国信科进一步深化战略合作,https://stcn.com/article/detail/3677318.html,2026-03-14 19:16,人民财讯,中国 工商银行 与中国信科进一步深化战略合作 3月13日，中国 工商银行 与中国信息通信科技集团有限公司（简称“中国信科”）在武汉签署战略合作协议。根据协议，中国 工商银行 将围绕中国信科在全口径融资、科技型企业并购、供应链金融等领域的金融需求，提供全面... 中国工商银行 北京 湖北 人民财讯 许擎天梅,人民财讯3月14日电，3月13日，中国工商银行与中国信息通信科技集团有限公司（简称“中国信科”）在武汉签署战略合作协议。根据协议，中国工商银行将围绕中国信科在全口径融资、科技型企业并购、供应链金融等领域的金融需求，提供全面金融解决方案，助力中国信科在核心技术攻关、产业转型升级等方面实现新突破，为建设科技强国、金融强国贡献更大力量。
工商银行,银行行业资金流入榜：农业银行、工商银行等净流入资金居前,https://stcn.com/article/detail/3681085.html,2026-03-17 17:16,数据宝,银行行业资金流入榜：农业 银行 、 工商银行 等净流入资金居前 以资金流向数据进行统计，该行业资金净流入的个股有19只，其中，净流入资金超亿元的有7只，净流入资金居首的是农业银行，今日净流入资金3.54亿元，紧随其后的是 工商银行 、中国银行，净流入资金分别为3.36亿元、2.42... 农业银行 工商银行 数据宝,沪指3月17日下跌0.85%，申万所属行业中，今日上涨的有4个，涨幅居前的行业为非银金融、银行，涨幅分别为1.28%、0.85%。银行行业位居今日涨幅榜第二。跌幅居前的行业为通信、电子，跌幅分别为4.69%、2.97%。 资金面上看，两市主力资金全天净流出811.28亿元，今日有7个行业主力资金净流入，非银金融行业主力资金净流入规模居首，该行业今日上涨1.28%，全天净流入资金36.33亿元，其次是银行行业，日涨幅为0.85%，净流入资金为14.06亿元。 主力资金净流出的行业有24个，电子行业主力资金净流出规模居首，全天净流出资金176.21亿元，其次是通信行业，净流出资金为134.03亿元，净流出资金较多的还有电力设备、机械设备、计算机等行业。 银行行业今日上涨0.85%，全天主力资金净流入14.06亿元，该行业所属的个股共42只，今日上涨的有35只；下跌的有7只。以资金流向数据进行统计，该行业资金净流入的个股有19只，其中，净流入资金超亿元的有7只，净流入资金居首的是农业银行，今日净流入资金3.54亿元，紧随其后的是工商银行、中国银行，净流入资金分别为3.36亿元、2.42亿元。银行行业资金净流出个股中，资金净流出超千万元的有12只，净流出资金居前的有民生银行、齐鲁银行、长沙银行，净流出资金分别为4662.25万元、4293.45万元、4250.19万元。（数据宝） 银行行业资金流向排名 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 601288 农业银行 1.65 0.13 35384.05 601398 工商银行 1.93 0.14 33620.24 601988 中国银行 1.85 0.17 24167.04 600000 浦发银行 0.87 0.23 14592.19 601658 邮储银行 1.17 0.28 14211.88 601818 光大银行 0.91 0.64 11286.88 000001 平安银行 1.01 0.55 10485.79 601939 建设银行 0.87 0.95 8516.35 601916 浙商银行 0.97 0.82 5215.18 601229 上海银行 1.31 0.32 4908.46 601166 兴业银行 0.96 0.39 3708.99 601169 北京银行 0.55 0.64 3541.78 600036 招商银行 0.53 0.32 2782.99 601009 南京银行 1.77 0.51 2755.31 600919 江苏银行 -0.09 0.47 1924.04 601998 中信银行 3.44 0.23 473.18 601963 重庆银行 -1.47 1.16 182.09 601187 厦门银行 0.26 0.76 89.48 601838 成都银行 1.04 0.64 60.98 601825 沪农商行 0.34 0.17 -21.02 002839 张家港行 0.86 1.19 -350.61 601528 瑞丰银行 1.06 1.34 -423.77 002936 郑州银行 0.52 1.81 -447.32 601128 常熟银行 0.97 1.39 -506.20 601860 紫金银行 1.06 1.78 -520.57 600928 西安银行 0.53 0.56 -556.51 600926 杭州银行 -0.92 0.40 -567.55 002948 青岛银行 -0.19 1.37 -735.35 603323 苏农银行 0.39 1.45 -755.52 601997 贵阳银行 0.34 0.91 -825.27 601328 交通银行 1.02 0.55 -1074.42 002807 江阴银行 0.64 1.83 -1268.31 001227 兰州银行 0.43 1.89 -1499.96 601077 渝农商行 0.57 0.55 -1632.66 600908 无锡银行 0.67 0.88 -1975.79 002142 宁波银行 -0.58 0.28 -2450.09 002958 青农商行 0.32 1.17 -2724.90 600015 华夏银行 1.54 0.52 -2900.83 002966 苏州银行 0.24 0.77 -2912.88 601577 长沙银行 0.30 0.49 -4250.19 601665 齐鲁银行 -0.69 0.93 -4293.45 600016 民生银行 -0.25 0.64 -4662.25 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。
工商银行,银行板块局部走强工商银行涨超2%,https://stcn.com/article/detail/3685212.html,2026-03-19 14:10,人民财讯,银行板块局部走强 工商银行 涨超2% 银行板块局部走强， 工商银行 涨超2%，农业银行、建设银行、厦门银行、渝农 商行 、中国银行等涨幅居前。 银行板块 工商银行 农业银行 人民财讯 李在山,"首页 快讯 新闻 视频 投资 数据 信披+ 专题 地方 服务 公众号 电子报 客户端 您当前的位置：证券时报 > 快讯 > 正文 银行板块局部走强 工商银行涨超2% 来源：人民财讯作者：李在山2026-03-19 14:10 字号 点赞 分享 人民财讯3月19日电，银行板块局部走强，工商银行涨超2%，农业银行、建设银行、厦门银行、渝农商行、中国银行等涨幅居前。 责任编辑： 刘良文 农商行 厦门 SH 工商银行 SH 农业银行 SH 建设银行 SH 厦门银行 SH 渝农商行 SH 中国银行 声明：证券时报力求信息真实、准确，文章提及内容仅供参考，不构成实质性投资建议，据此操作风险自担 下载""证券时报""官方APP，或关注官方微信公众号，即可随时了解股市动态，洞察政策信息，把握财富机会。 用户评论 登录后可以发言 网友评论仅供其表达个人看法，并不表明证券时报立场 发表评论 暂无评论 时报热榜 换一换 大消息！全球首个预制算力中心底座正式启用，算力普惠再提速 霍尔木兹海峡局势持续紧张，美军击落两架伊朗无人机 A股重大调整！指数样本定期调整即将生效，这些股将被调入 下周“红包”金额近千亿元！沪市公司年度分红进入密集实施期 吴清，周末发声！国常会，重磅部署！算力，大利好！重大资产重组，终止！影响一周市场的十大消息 融资资金大分化！光模块被猛加仓，半导体产业链却遭减持！回调还会继续？多数投资者这么看 创新药企重大突破，南向资金逆市加仓！ 本周沪市近千亿元分红！中国平安派现近187亿元 突发：韩国，召开紧急会议！ 港股通扩容进行时！赛道龙头迎增量资金 热点视频 换一换 【Hi，老板】和元生物潘讴东：创业二十年，我是熬出来的 06-02 16:40 英伟达，重大发布！ 黄仁勋杀入AI PC 引爆A股涨停潮 06-01 18:29 非法收受巨额财物！内蒙古自治区政府原主席王莉霞被检察机关提起公诉 06-03 11:46 国务院发布关于对外投资的规定 “投资者依法享有对外投资自主权，自主决策、自担风险、自负盈亏” 06-01 14:17 问界M9事故后起火，问界官方火速回应：非车辆自身原因导致，系“撞击前车掉落大块金属部件” 06-03 19:10 关于我们|服务条例|联系我们|版权声明|网站地图|线索提交 备案号：粤ICP备09109218号-7|增值电信业务经营许可证：粤B2-20080118|互联网新闻信息服务许可证10120170066|粤公网安备44030002008846号 违法和不良信息举报电话：0755-83514034 邮箱：bwb@stcn.com 中央网信办违法和不良信息举报中心|证券时报网举报中心 本网站提供之资料或信息，仅供投资者参考，不构成投资建议。 深圳证券时报社有限公司版权所有，未经书面授权禁止转载及各种形式的软件开发。 Copyright © 2008-2026 Shenzhen Securities Times Co., Ltd. All Rights Reserved"
工商银行,工商银行修订代理个人客户贵金属竞价交易业务协议并明确强平保证金比例,https://stcn.com/article/detail/3688069.html,2026-03-20 15:29,人民财讯,工商银行 修订代理个人客户贵金属竞价交易业务协议并明确强平保证金比例 工商银行 发布关于修订代理个人客户贵金属竞价交易业务协议并明确强平保证金比例的公告，修改保证金账户资金充足率的计算方式，新增强平保证金风险控制要求（即客户维持持仓所需的最低资金）。强平保证金比例暂按上海... 工商银行 北京 贵金属交易 人民财讯 许擎天梅,人民财讯3月20日电，工商银行发布关于修订代理个人客户贵金属竞价交易业务协议并明确强平保证金比例的公告，修改保证金账户资金充足率的计算方式，新增强平保证金风险控制要求（即客户维持持仓所需的最低资金）。强平保证金比例暂按上海黄金交易所规定的最低交易保证金比例执行。后续，将根据市场情况与贵金属风险管理和业务需要，酌情对强平保证金比例进行调整并公告。
工商银行,中国工商银行内部审计局天津分局副局长陈兵接受纪律审查和监察调查,https://stcn.com/article/detail/3688569.html,2026-03-20 17:18,人民财讯,中国 工商银行 内部审计局天津分局副局长陈兵接受纪律审查和监察调查 据中央纪委国家监委驻中国 工商银行 纪检监察组、天津市纪委监委消息：中国 工商银行 内部审计局天津分局副局长陈兵涉嫌严重违纪违法，主动投案，目前正接受中央纪委国家监委驻中国 工商银行 纪检监察组纪律审查和天津市... 中国工商银行 天津 纪律审查 人民财讯 许擎天梅,人民财讯3月20日电，据中央纪委国家监委驻中国工商银行纪检监察组、天津市纪委监委消息：中国工商银行内部审计局天津分局副局长陈兵涉嫌严重违纪违法，主动投案，目前正接受中央纪委国家监委驻中国工商银行纪检监察组纪律审查和天津市监察委员会监察调查。
工商银行,工商银行现3笔大宗交易 合计成交1104.29万股,https://stcn.com/article/detail/3688744.html,2026-03-20 21:05,数据宝,工商银行 现3笔大宗交易 合计成交1104.29万股 工商银行 3月20日大宗交易平台共发生3笔成交，合计成交量1104.29万股，成交金额8077.56万元。以折溢价进行统计，今日有1笔为折价交易，折价率最高达9.60%。今日溢价成交的共有2笔，溢价率最高为0.40%。进一步统计，近... 工商银行 数据宝,工商银行3月20日大宗交易平台共发生3笔成交，合计成交量1104.29万股，成交金额8077.56万元。以折溢价进行统计，今日有1笔为折价交易，折价率最高达9.60%。今日溢价成交的共有2笔，溢价率最高为0.40%。 进一步统计，近3个月内该股累计发生6笔大宗交易，合计成交金额为1.47亿元。 证券时报•数据宝统计显示，工商银行今日收盘价为7.50元，下跌0.40%，日换手率为0.15%，成交额为29.52亿元，全天主力资金净流出2.34亿元，近5日该股累计上涨4.17%，近5日资金合计净流入4.69亿元。 两融数据显示，该股最新融资余额为26.50亿元，近5日减少5499.40万元，降幅为2.03%。 据天眼查APP显示，中国工商银行股份有限公司成立于1985年11月22日，注册资本35640625.7089万人民币。（数据宝） 3月20日工商银行大宗交易一览 成交量 （万股） 成交金额 （万元） 成交价格 （元） 相对当日 收盘折溢价 （%） 买方营业部 卖方营业部 406.54 3061.25 7.53 0.40 中国国际金融股份有限公司北京建国门外大街证券营业部 中信证券股份有限公司宁波和义路证券营业部 380.75 2867.05 7.53 0.40 中国国际金融股份有限公司北京建国门外大街证券营业部 中信证券股份有限公司宁波和义路证券营业部 317.00 2149.26 6.78 -9.60 华西证券股份有限公司南京分公司 华西证券股份有限公司南京分公司 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。
工商银行,工商银行3月23日大宗交易成交1740.00万元,https://stcn.com/article/detail/3692692.html,2026-03-23 22:37,数据宝,工商银行 3月23日大宗交易成交1740.00万元 工商银行 3月23日大宗交易平台出现一笔成交，成交量240.00万股，成交金额1740.00万元，大宗交易成交价为7.25元。该笔交易的买方营业部为兴业证券股份有限公司上海锦康路证券营业部，卖方营业部为中国国际金融股份有限... 工商银行 兴业证券 中金公司 数据宝,工商银行3月23日大宗交易平台出现一笔成交，成交量240.00万股，成交金额1740.00万元，大宗交易成交价为7.25元。该笔交易的买方营业部为兴业证券股份有限公司上海锦康路证券营业部，卖方营业部为中国国际金融股份有限公司北京建国门外大街证券营业部。 进一步统计，近3个月内该股累计发生7笔大宗交易，合计成交金额为1.64亿元。 证券时报•数据宝统计显示，工商银行今日收盘价为7.25元，下跌3.33%，日换手率为0.19%，成交额为36.66亿元，全天主力资金净流出4.09亿元，近5日该股累计平盘报收，近5日资金合计净流出5263.68万元。 两融数据显示，该股最新融资余额为25.91亿元，近5日减少6378.13万元，降幅为2.40%。 据天眼查APP显示，中国工商银行股份有限公司成立于1985年11月22日，注册资本35640625.7089万人民币。（数据宝） 3月23日工商银行大宗交易一览 成交量 （万股） 成交金额 （万元） 成交价格 （元） 相对当日 收盘折溢价 （%） 买方营业部 卖方营业部 240.00 1740.00 7.25 0.00 兴业证券股份有限公司上海锦康路证券营业部 中国国际金融股份有限公司北京建国门外大街证券营业部 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。
工商银行,工商银行：2025年归母净利润3685.62亿元,https://stcn.com/article/detail/3704445.html,2026-03-27 16:43,人民财讯,工商银行 ：2025年归母净利润3685.62亿元 工商银行 在港交所公告，2025年实现营业收入8013.95亿元，同比增长1.9%；归母净利润3685.62亿元。 工商银行 北京 归母净利润 人民财讯 李在山,"首页 快讯 新闻 视频 投资 数据 信披+ 专题 地方 服务 公众号 电子报 客户端 您当前的位置：证券时报 > 快讯 > 正文 工商银行：2025年归母净利润3685.62亿元 来源：人民财讯作者：李在山2026-03-27 16:43 字号 点赞 分享 人民财讯3月27日电，工商银行在港交所公告，2025年实现营业收入8013.95亿元，同比增长1.9%；归母净利润3685.62亿元。 责任编辑： 刘巧玲 北京 归母净利润 营业收入 银行业 港交所 SH 工商银行 声明：证券时报力求信息真实、准确，文章提及内容仅供参考，不构成实质性投资建议，据此操作风险自担 下载""证券时报""官方APP，或关注官方微信公众号，即可随时了解股市动态，洞察政策信息，把握财富机会。 用户评论 登录后可以发言 网友评论仅供其表达个人看法，并不表明证券时报立场 发表评论 暂无评论 时报热榜 换一换 大消息！全球首个预制算力中心底座正式启用，算力普惠再提速 霍尔木兹海峡局势持续紧张，美军击落两架伊朗无人机 A股重大调整！指数样本定期调整即将生效，这些股将被调入 下周“红包”金额近千亿元！沪市公司年度分红进入密集实施期 吴清，周末发声！国常会，重磅部署！算力，大利好！重大资产重组，终止！影响一周市场的十大消息 融资资金大分化！光模块被猛加仓，半导体产业链却遭减持！回调还会继续？多数投资者这么看 创新药企重大突破，南向资金逆市加仓！ 本周沪市近千亿元分红！中国平安派现近187亿元 突发：韩国，召开紧急会议！ 港股通扩容进行时！赛道龙头迎增量资金 热点视频 换一换 【Hi，老板】和元生物潘讴东：创业二十年，我是熬出来的 06-02 16:40 英伟达，重大发布！ 黄仁勋杀入AI PC 引爆A股涨停潮 06-01 18:29 非法收受巨额财物！内蒙古自治区政府原主席王莉霞被检察机关提起公诉 06-03 11:46 国务院发布关于对外投资的规定 “投资者依法享有对外投资自主权，自主决策、自担风险、自负盈亏” 06-01 14:17 问界M9事故后起火，问界官方火速回应：非车辆自身原因导致，系“撞击前车掉落大块金属部件” 06-03 19:10 关于我们|服务条例|联系我们|版权声明|网站地图|线索提交 备案号：粤ICP备09109218号-7|增值电信业务经营许可证：粤B2-20080118|互联网新闻信息服务许可证10120170066|粤公网安备44030002008846号 违法和不良信息举报电话：0755-83514034 邮箱：bwb@stcn.com 中央网信办违法和不良信息举报中心|证券时报网举报中心 本网站提供之资料或信息，仅供投资者参考，不构成投资建议。 深圳证券时报社有限公司版权所有，未经书面授权禁止转载及各种形式的软件开发。 Copyright © 2008-2026 Shenzhen Securities Times Co., Ltd. All Rights Reserved"
工商银行,中国工商银行与标准银行集团深化战略合作 共同服务中非经贸往来,https://stcn.com/article/detail/3728289.html,2026-04-06 14:46,人民财讯,中国 工商银行 与标准银行集团深化战略合作 共同服务中非经贸往来 近日，中国 工商银行 与标准银行集团在北京、深圳、香港三地联合开展系列活动，通过高层会晤、业务交流、合作签约、客户走访等形式，进一步巩固战略互信，全面深化全方位、多层次务实合作，共同服务中非经贸金融合作高... 中国工商银行 北京 标准银行集团 人民财讯 刘良文,人民财讯4月6日电，近日，中国工商银行与标准银行集团在北京、深圳、香港三地联合开展系列活动，通过高层会晤、业务交流、合作签约、客户走访等形式，进一步巩固战略互信，全面深化全方位、多层次务实合作，共同服务中非经贸金融合作高质量发展。
