股票代码,企业名称,交易日期,开盘价,最高价,最低价,收盘价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,复权类型
600048,保利发展,2025-03-06,223.8864604,230.091166,222.8523428,230.091166,186307833.0,1638145912.51,,3.3682,,1.5564,hfq
600048,保利发展,2025-03-06,8.66,8.9,8.62,8.9,186307833.0,1638145912.51,,3.3682,,1.5564,none
600048,保利发展,2025-03-06,8.47574118,8.7106347,8.43659226,8.7106347,186307833.0,1638145912.51,,3.3682,,1.5564,qfq
600048,保利发展,2025-03-07,228.0229308,228.5399896,225.1791074,227.505872,127714204.0,1120141242.11,,-1.1236,,1.0669,hfq
600048,保利发展,2025-03-07,8.82,8.84,8.71,8.8,127714204.0,1120141242.11,,-1.1236,,1.0669,none
600048,保利发展,2025-03-07,8.63233686,8.65191132,8.52467733,8.6127624,127714204.0,1120141242.11,,-1.1236,,1.0669,qfq
600048,保利发展,2025-03-10,228.5399896,230.091166,223.3694016,224.6620486,92552287.0,808423898.52,,-1.25,,0.7732,hfq
600048,保利发展,2025-03-10,8.84,8.9,8.64,8.69,92552287.0,808423898.52,,-1.25,,0.7732,none
600048,保利发展,2025-03-10,8.65191132,8.7106347,8.45616672,8.50510287,92552287.0,808423898.52,,-1.25,,0.7732,qfq
600048,保利发展,2025-03-11,222.8523428,223.3694016,220.2670488,223.1108722,98547083.0,844937012.97,,-0.6904,,0.8233,hfq
600048,保利发展,2025-03-11,8.62,8.64,8.52,8.63,98547083.0,844937012.97,,-0.6904,,0.8233,none
600048,保利发展,2025-03-11,8.43659226,8.45616672,8.33871996,8.44637949,98547083.0,844937012.97,,-0.6904,,0.8233,qfq
600048,保利发展,2025-03-12,222.5938134,222.5938134,219.74999,220.7841076,96697994.0,826411567.95,,-1.0429,,0.8078,hfq
600048,保利发展,2025-03-12,8.61,8.61,8.5,8.54,96697994.0,826411567.95,,-1.0429,,0.8078,none
600048,保利发展,2025-03-12,8.42680503,8.42680503,8.3191455,8.35829442,96697994.0,826411567.95,,-1.0429,,0.8078,qfq
600048,保利发展,2025-03-13,220.2670488,221.5596958,217.9402842,219.74999,73001858.0,620698892.24,,-0.4684,,0.6099,hfq
600048,保利发展,2025-03-13,8.52,8.57,8.43,8.5,73001858.0,620698892.24,,-0.4684,,0.6099,none
600048,保利发展,2025-03-13,8.33871996,8.38765611,8.25063489,8.3191455,73001858.0,620698892.24,,-0.4684,,0.6099,qfq
600048,保利发展,2025-03-14,219.4914606,224.920578,219.4914606,224.6620486,191830598.0,1654291364.93,,2.2353,,1.6025,hfq
600048,保利发展,2025-03-14,8.49,8.7,8.49,8.69,191830598.0,1654291364.93,,2.2353,,1.6025,none
600048,保利发展,2025-03-14,8.30935827,8.5148901,8.30935827,8.50510287,191830598.0,1654291364.93,,2.2353,,1.6025,qfq
600048,保利发展,2025-03-17,224.920578,228.0229308,224.920578,226.213225,99853113.0,874435312.32,,0.6904,,0.8342,hfq
600048,保利发展,2025-03-17,8.7,8.82,8.7,8.75,99853113.0,874435312.32,,0.6904,,0.8342,none
600048,保利发展,2025-03-17,8.5148901,8.63233686,8.5148901,8.56382625,99853113.0,874435312.32,,0.6904,,0.8342,qfq
600048,保利发展,2025-03-18,226.213225,228.0229308,224.1449898,225.1791074,78795801.0,686764945.29,,-0.4571,,0.6583,hfq
600048,保利发展,2025-03-18,8.75,8.82,8.67,8.71,78795801.0,686764945.29,,-0.4571,,0.6583,none
600048,保利发展,2025-03-18,8.56382625,8.63233686,8.48552841,8.52467733,78795801.0,686764945.29,,-0.4571,,0.6583,qfq
600048,保利发展,2025-03-19,225.1791074,225.4376368,222.5938134,223.3694016,67672292.0,585930079.5,,-0.8037,,0.5653,hfq
600048,保利发展,2025-03-19,8.71,8.72,8.61,8.64,67672292.0,585930079.5,,-0.8037,,0.5653,none
600048,保利发展,2025-03-19,8.52467733,8.53446456,8.42680503,8.45616672,67672292.0,585930079.5,,-0.8037,,0.5653,qfq
600048,保利发展,2025-03-20,223.3694016,224.6620486,221.8182252,222.5938134,66608201.0,575480168.75,,-0.3472,,0.5564,hfq
600048,保利发展,2025-03-20,8.64,8.69,8.58,8.61,66608201.0,575480168.75,,-0.3472,,0.5564,none
600048,保利发展,2025-03-20,8.45616672,8.50510287,8.39744334,8.42680503,66608201.0,575480168.75,,-0.3472,,0.5564,qfq
600048,保利发展,2025-03-21,222.0767546,222.8523428,218.7158724,220.5255782,95905375.0,817589122.4,,-0.9292,,0.8012,hfq
600048,保利发展,2025-03-21,8.59,8.62,8.46,8.53,95905375.0,817589122.4,,-0.9292,,0.8012,none
600048,保利发展,2025-03-21,8.40723057,8.43659226,8.27999658,8.34850719,95905375.0,817589122.4,,-0.9292,,0.8012,qfq
600048,保利发展,2025-03-24,220.0085194,220.2670488,217.4232254,218.7158724,67626173.0,571500274.04,,-0.8206,,0.5649,hfq
600048,保利发展,2025-03-24,8.51,8.52,8.41,8.46,67626173.0,571500274.04,,-0.8206,,0.5649,none
600048,保利发展,2025-03-24,8.32893273,8.33871996,8.23106043,8.27999658,67626173.0,571500274.04,,-0.8206,,0.5649,qfq
600048,保利发展,2025-03-25,218.457343,221.8182252,217.4232254,220.2670488,68233554.0,580055028.53,,0.7092,,0.57,hfq
600048,保利发展,2025-03-25,8.45,8.58,8.41,8.52,68233554.0,580055028.53,,0.7092,,0.57,none
600048,保利发展,2025-03-25,8.27020935,8.39744334,8.23106043,8.33871996,68233554.0,580055028.53,,0.7092,,0.57,qfq
600048,保利发展,2025-03-26,220.0085194,223.1108722,218.9744018,220.0085194,73571168.0,629168960.21,,-0.1174,,0.6146,hfq
600048,保利发展,2025-03-26,8.51,8.63,8.47,8.51,73571168.0,629168960.21,,-0.1174,,0.6146,none
600048,保利发展,2025-03-26,8.32893273,8.44637949,8.28978381,8.32893273,73571168.0,629168960.21,,-0.1174,,0.6146,qfq
600048,保利发展,2025-03-27,219.74999,220.5255782,217.9402842,218.9744018,56925490.0,482752648.8,,-0.47,,0.4756,hfq
600048,保利发展,2025-03-27,8.5,8.53,8.43,8.47,56925490.0,482752648.8,,-0.47,,0.4756,none
600048,保利发展,2025-03-27,8.3191455,8.34850719,8.25063489,8.28978381,56925490.0,482752648.8,,-0.47,,0.4756,qfq
600048,保利发展,2025-03-28,219.2329312,219.74999,217.164696,218.457343,53956965.0,455574022.98,,-0.2361,,0.4508,hfq
600048,保利发展,2025-03-28,8.48,8.5,8.4,8.45,53956965.0,455574022.98,,-0.2361,,0.4508,none
600048,保利发展,2025-03-28,8.29957104,8.3191455,8.2212732,8.27020935,53956965.0,455574022.98,,-0.2361,,0.4508,qfq
600048,保利发展,2025-03-31,217.6817548,217.9402842,212.7696962,213.5452844,75291040.0,625423456.37,,-2.2485,,0.629,hfq
600048,保利发展,2025-03-31,8.42,8.43,8.23,8.26,75291040.0,625423456.37,,-2.2485,,0.629,none
600048,保利发展,2025-03-31,8.24084766,8.25063489,8.05489029,8.08425198,75291040.0,625423456.37,,-2.2485,,0.629,qfq
600048,保利发展,2025-04-01,214.0623432,214.579402,212.2526374,213.0282256,69463364.0,573528982.51,,-0.2421,,0.5803,hfq
600048,保利发展,2025-04-01,8.28,8.3,8.21,8.24,69463364.0,573528982.51,,-0.2421,,0.5803,none
600048,保利发展,2025-04-01,8.10382644,8.1234009,8.03531583,8.06467752,69463364.0,573528982.51,,-0.2421,,0.5803,qfq
600048,保利发展,2025-04-02,212.7696962,214.8379314,211.994108,214.3208726,71208015.0,586792613.63,,0.6068,,0.5949,hfq
600048,保利发展,2025-04-02,8.23,8.31,8.2,8.29,71208015.0,586792613.63,,0.6068,,0.5949,none
600048,保利发展,2025-04-02,8.05489029,8.13318813,8.0255286,8.11361367,71208015.0,586792613.63,,0.6068,,0.5949,qfq
600048,保利发展,2025-04-03,213.0282256,221.3011664,212.7696962,216.9061666,138055075.0,1165729800.66,,1.2063,,1.1533,hfq
600048,保利发展,2025-04-03,8.24,8.56,8.23,8.39,138055075.0,1165729800.66,,1.2063,,1.1533,none
600048,保利发展,2025-04-03,8.06467752,8.37786888,8.05489029,8.21148597,138055075.0,1165729800.66,,1.2063,,1.1533,qfq
600048,保利发展,2025-04-07,210.4429316,211.994108,199.067638,205.0138142,193665728.0,1539066262.13,,-5.4827,,1.6179,hfq
600048,保利发展,2025-04-07,8.14,8.2,7.7,7.93,193665728.0,1539066262.13,,-5.4827,,1.6179,none
600048,保利发展,2025-04-07,7.96680522,8.0255286,7.5361671,7.76127339,193665728.0,1539066262.13,,-5.4827,,1.6179,qfq
600048,保利发展,2025-04-08,205.2723436,221.042637,205.0138142,219.74999,243871437.0,2016768610.26,,7.1879,,2.0373,hfq
600048,保利发展,2025-04-08,7.94,8.55,7.93,8.5,243871437.0,2016768610.26,,7.1879,,2.0373,none
600048,保利发展,2025-04-08,7.77106062,8.36808165,7.76127339,8.3191455,243871437.0,2016768610.26,,7.1879,,2.0373,qfq
600048,保利发展,2025-04-09,218.7158724,230.6082248,216.3891078,230.6082248,256082161.0,2222875399.47,,4.9412,,2.1393,hfq
600048,保利发展,2025-04-09,8.46,8.92,8.37,8.92,256082161.0,2222875399.47,,4.9412,,2.1393,none
600048,保利发展,2025-04-09,8.27999658,8.73020916,8.19191151,8.73020916,256082161.0,2222875399.47,,4.9412,,2.1393,qfq
600048,保利发展,2025-04-10,227.505872,232.1594012,222.335284,232.1594012,181545130.0,1605554229.01,,0.6726,,1.5166,hfq
600048,保利发展,2025-04-10,8.8,8.98,8.6,8.98,181545130.0,1605554229.01,,0.6726,,1.5166,none
600048,保利发展,2025-04-10,8.6127624,8.78893254,8.4170178,8.78893254,181545130.0,1605554229.01,,0.6726,,1.5166,qfq
600048,保利发展,2025-04-11,229.5741072,229.5741072,224.1449898,225.6961662,118488292.0,1035347770.6,,-2.784,,0.9898,hfq
600048,保利发展,2025-04-11,8.88,8.88,8.67,8.73,118488292.0,1035347770.6,,-2.784,,0.9898,none
600048,保利发展,2025-04-11,8.69106024,8.69106024,8.48552841,8.54425179,118488292.0,1035347770.6,,-2.784,,0.9898,qfq
600048,保利发展,2025-04-14,223.1108722,225.6961662,222.5938134,224.1449898,70063401.0,607478937.66,,-0.6873,,0.5853,hfq
600048,保利发展,2025-04-14,8.63,8.73,8.61,8.67,70063401.0,607478937.66,,-0.6873,,0.5853,none
600048,保利发展,2025-04-14,8.44637949,8.54425179,8.42680503,8.48552841,70063401.0,607478937.66,,-0.6873,,0.5853,qfq
600048,保利发展,2025-04-15,223.3694016,224.1449898,221.042637,223.8864604,63694511.0,547839852.76,,-0.1153,,0.5321,hfq
600048,保利发展,2025-04-15,8.64,8.67,8.55,8.66,63694511.0,547839852.76,,-0.1153,,0.5321,none
600048,保利发展,2025-04-15,8.45616672,8.48552841,8.36808165,8.47574118,63694511.0,547839852.76,,-0.1153,,0.5321,qfq
600048,保利发展,2025-04-16,223.627931,228.2814602,223.1108722,228.2814602,130831067.0,1143619998.73,,1.963,,1.093,hfq
600048,保利发展,2025-04-16,8.65,8.83,8.63,8.83,130831067.0,1143619998.73,,1.963,,1.093,none
600048,保利发展,2025-04-16,8.46595395,8.64212409,8.44637949,8.64212409,130831067.0,1143619998.73,,1.963,,1.093,qfq
600048,保利发展,2025-04-17,227.505872,240.9494008,226.4717544,237.847048,275559566.0,2510236483.98,,4.1903,,2.302,hfq
600048,保利发展,2025-04-17,8.8,9.32,8.76,9.2,275559566.0,2510236483.98,,4.1903,,2.302,none
600048,保利发展,2025-04-17,8.6127624,9.12169836,8.57361348,9.0042516,275559566.0,2510236483.98,,4.1903,,2.302,qfq
600048,保利发展,2025-04-18,235.261754,238.8811656,233.1935188,237.847048,110891856.0,1014894831.55,,0.0,,0.9264,hfq
600048,保利发展,2025-04-18,9.1,9.24,9.02,9.2,110891856.0,1014894831.55,,0.0,,0.9264,none
600048,保利发展,2025-04-18,8.9063793,9.04340052,8.82808146,9.0042516,110891856.0,1014894831.55,,0.0,,0.9264,qfq
600048,保利发展,2025-04-21,236.2958716,236.554401,233.7105776,234.2276364,80660205.0,732268795.31,,-1.5217,,0.6738,hfq
600048,保利发展,2025-04-21,9.14,9.15,9.04,9.06,80660205.0,732268795.31,,-1.5217,,0.6738,none
600048,保利发展,2025-04-21,8.94552822,8.95531545,8.84765592,8.86723038,80660205.0,732268795.31,,-1.5217,,0.6738,qfq
600048,保利发展,2025-04-22,233.969107,235.261754,231.9008718,232.9349894,65184536.0,589346924.85,,-0.5519,,0.5445,hfq
600048,保利发展,2025-04-22,9.05,9.1,8.97,9.01,65184536.0,589346924.85,,-0.5519,,0.5445,none
600048,保利发展,2025-04-22,8.85744315,8.9063793,8.77914531,8.81829423,65184536.0,589346924.85,,-0.5519,,0.5445,qfq
